Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1599622;0;0,11583359399999998;0,044128606000000015;0,380965525424343;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1144177;1;0,11583359399999998;0,001415893999999987;0,01222351781642886;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1241916;2;0,11583359399999998;0,008358006000000015;0,0721552851066679;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1111262;3;0,11583359399999998;0,00470739399999999;0,040639281208869255;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1092223;4;0,11583359399999998;0,00661129399999999;0,05707579098339978;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1123479;5;0,11583359399999998;0,0034856939999999836;0,03009225458376077;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1093622;6;0,11583359399999998;0,0064713939999999776;0,05586802391713736;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1237527;7;0,11583359399999998;0,007919106000000009;0,06836622888520588;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1129158;8;0,11583359399999998;0,0029177939999999875;0,02518953180370099;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1147447;9;0,11583359399999998;0,0010888939999999792;0,00940050258649472;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1115195;10;0,11583359399999998;0,0043140939999999905;0,037243893166260485;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1148909;11;0,11583359399999998;0,00094269399999998;0,00813834715341717;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1113744;12;0,11583359399999998;0,004459193999999986;0,038496552217830576;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1420173;13;0,11583359399999998;0,02618370600000003;0,22604587404928514;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1063639;14;0,11583359399999998;0,009469693999999987;0,08175256998414457;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1093583;15;0,11583359399999998;0,006475293999999979;0,05590169290611823;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1086942;16;0,11583359399999998;0,0071393939999999795;0,06163491741437273;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1086194;17;0,11583359399999998;0,007214193999999979;0,06228067135687752;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1133582;18;0,11583359399999998;0,002475393999999978;0,02137025982289713;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1106037;19;0,11583359399999998;0,005229893999999985;0,04515006242489537;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1358526;20;0,11583359399999998;0,020019006000000006;0,17282556215945444;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1103018;21;0,11583359399999998;0,005531793999999979;0,04775638749497818;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1110948;22;0,11583359399999998;0,004738793999999991;0,040910359735535716;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,1096819;23;0,11583359399999998;0,006151693999999985;0,053108030128116254;8633074,097657716
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz;matrix_multiply;int;Optimized;1000000;stopwatch;0,115678;24;0,11583359399999998;0,00015559399999998114;0,0013432545311507916;8633074,097657716
